"id","trade_config_id","instrument_name","instrument_token","option_strike","option_type","option_token","entry_direction","entry_time","entry_price","exit_time","exit_price","profit","status","entry_broker_order_id","exit_broker_order_id","fill_status","peak_profit","peak_loss","last_monitored_price","last_monitored_at","exit_reason","target_at_entry","stop_loss_at_entry","entry_reason","strategy_id","lot_quantity_at_entry","quantity","trail_ladder_at_entry","trail_sl_at"
"1375","1072","NIFTY","HIST:NIFTY:NSE:SPOT","21400","CE","HIST:NIFTY:NFO:2024-01-04:21400:CE","SELL","2024-01-04 09:30:00","199.4500","2024-01-04 12:20:00","259.8000","-60.3500","CLOSED","NULL","NULL","BACKTEST","0.0000","-60.3500","259.8000","2024-01-04 12:20:00","STOP_LOSS","41.6900","60.0000","5min/SMA100","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1376","1072","NIFTY","HIST:NIFTY:NSE:SPOT","21400","CE","HIST:NIFTY:NFO:2024-01-04:21400:CE","SELL","2024-01-04 09:45:00","204.0500","2024-01-04 15:15:00","253.1000","-49.0500","CLOSED","NULL","NULL","BACKTEST","0.0000","-55.9500","249.3000","2024-01-04 15:10:00","SIGNAL","41.6900","60.0000","15min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1377","1080","NIFTY","HIST:NIFTY:NSE:SPOT","21900","PE","HIST:NIFTY:NFO:2024-01-18:21900:PE","SELL","2024-01-12 15:10:00","126.5000","2024-01-12 15:15:00","117.6000","8.9000","CLOSED","NULL","NULL","BACKTEST","0.0000","0.0000","NULL","NULL","SIGNAL","18.4400","27.6500","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1378","1080","NIFTY","HIST:NIFTY:NSE:SPOT","21900","PE","HIST:NIFTY:NFO:2024-01-18:21900:PE","SELL","2024-01-12 15:10:00","126.5000","2024-01-12 15:15:00","117.6000","8.9000","CLOSED","NULL","NULL","BACKTEST","0.0000","0.0000","NULL","NULL","SIGNAL","18.4400","27.6500","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1379","1081","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-01-18:22000:PE","SELL","2024-01-16 09:25:00","80.0500","2024-01-16 12:45:00","78.1000","1.9500","CLOSED","NULL","NULL","BACKTEST","25.1500","-1.2000","78.1000","2024-01-16 12:45:00","TRAIL_SL","51.8000","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","2.0000"
"1380","1081","NIFTY","HIST:NIFTY:NSE:SPOT","22000","PE","HIST:NIFTY:NFO:2024-01-18:22000:PE","SELL","2024-01-16 09:25:00","80.0500","2024-01-16 12:45:00","78.1000","1.9500","CLOSED","NULL","NULL","BACKTEST","25.1500","-1.2000","78.1000","2024-01-16 12:45:00","TRAIL_SL","51.8000","60.0000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","2.0000"
"1381","1081","NIFTY","HIST:NIFTY:NSE:SPOT","22200","PE","HIST:NIFTY:NFO:2024-01-18:22200:PE","SELL","2024-01-16 11:55:00","142.8000","2024-01-16 13:10:00","204.1000","-61.3000","CLOSED","NULL","NULL","BACKTEST","0.0000","-61.3000","204.1000","2024-01-16 13:10:00","STOP_LOSS","51.8000","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","NULL"
"1382","1081","NIFTY","HIST:NIFTY:NSE:SPOT","22200","PE","HIST:NIFTY:NFO:2024-01-18:22200:PE","SELL","2024-01-16 11:55:00","142.8000","2024-01-16 13:10:00","204.1000","-61.3000","CLOSED","NULL","NULL","BACKTEST","0.0000","-61.3000","204.1000","2024-01-16 13:10:00","STOP_LOSS","51.8000","60.0000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
"1383","1083","NIFTY","HIST:NIFTY:NSE:SPOT","21400","CE","HIST:NIFTY:NFO:2024-01-18:21400:CE","SELL","2024-01-18 12:00:00","102.6500","2024-01-18 15:15:00","59.6500","43.0000","CLOSED","NULL","NULL","BACKTEST","62.2000","-18.5500","57.6500","2024-01-18 15:10:00","SIGNAL","67.0300","60.0000","5min/SMA50","1","0","75","25:2,50:25,75:50,100:75","25.0000"
"1384","1083","NIFTY","HIST:NIFTY:NSE:SPOT","21300","CE","HIST:NIFTY:NFO:2024-01-18:21300:CE","SELL","2024-01-18 12:55:00","145.9000","2024-01-18 15:15:00","159.7000","-13.8000","CLOSED","NULL","NULL","BACKTEST","11.4500","-21.6000","157.9000","2024-01-18 15:10:00","SIGNAL","67.0300","60.0000","5min/SMA50","2","0","75","25:2,50:25,75:50,100:75","NULL"
